County,State,ST,Fips,Precincts,Votes,Democrats 08,Democrats 12,Republicans 08,Republicans 12,Republicans Perc 16,Democrats Perc 16,Republicans Perc 12,Democrats Perc 12,Votes Trump,Votes Clinton
"Johnson County, Indiana",Indiana,IN,18081,135,66229,21553,17260,36487,39513,68.63458606,26.14866599,68.16817335,29.77710303,45456,17318
"Wells County, Indiana",Indiana,IN,18179,22,13123,4403,3436,8504,9256,76.19446773,19.69823973,71.55778894,26.56358717,9999,2585
"Brown County, Wisconsin",Wisconsin,WI,55009,97,127497,67269,62526,55854,64836,52.70084786,41.85039648,50.28853313,48.49683544,67192,53358
"Florence County, Wisconsin",Wisconsin,WI,55037,8,2651,1134,953,1512,1645,71.55790268,25.12259525,62.66666667,36.3047619,1897,666
"Simpson County, Mississippi",Mississippi,MS,28127,23,11416,4817,4723,7641,7424,64.75998598,33.9085494,60.60902931,38.55824965,7393,3871
"Washington County, Arkansas",Arkansas,AR,5143,151,79543,29021,28236,37963,39688,50.81276794,40.60193857,56.32699404,40.07380074,40418,32296
"Merced County, California",California,CA,6047,269,42523,34031,33005,28704,27581,43.47294405,51.39806693,44.44462349,53.1849751,18486,21856
"Fannin County, Georgia",Georgia,GA,13111,12,11764,2611,2028,7807,7857,81.79190751,16.32097926,78.43665768,20.24558251,9622,1920
"Frio County, Texas",Texas,TX,48163,10,2683,2405,2376,1644,1559,45.91874767,52.21766679,39.28931452,59.87903226,1232,1401
"Shelby County, Texas",Texas,TX,48419,15,9072,2548,2322,6630,6879,79.04541446,19.36728395,74.09521758,25.01077122,7171,1757
"Piute County, Utah",Utah,UT,49031,6,617,141,74,635,697,87.03403566,5.024311183,89.13043478,9.462915601,537,31
"Toole County, Montana",Montana,MT,30101,5,2024,737,582,1317,1440,73.86363636,19.71343874,68.50618459,27.68791627,1495,399
"Virginia Beach city, Virginia",Virginia,VA,51810,99,171876,98885,94299,100319,99291,49.09876888,44.65079476,50.49353899,47.95490259,84389,76744
"Douglas County, Washington",Washington,WA,53017,10,11467,5848,5166,9098,9425,62.85863783,31.39443621,63.07723196,34.57368492,7208,3600
"Mississippi County, Missouri",Missouri,MO,29133,8,5165,2247,1858,3034,2997,69.69990319,28.22846079,60.91463415,37.76422764,3600,1458
"Galveston County, Texas",Texas,TX,48167,39,123994,41805,39511,62258,69059,59.33029018,36.69774344,62.73642326,35.89363906,73566,45503
"Gonzales County, Texas",Texas,TX,48177,14,6304,2167,1777,4076,4216,72.65228426,24.8572335,69.60541522,29.33795608,4580,1567
"Grand County, Utah",Utah,UT,49019,18,4456,2067,1727,1871,1996,43.4021544,43.3572711,50.53164557,43.72151899,1934,1932
"Falls Church city, Virginia",Virginia,VA,51610,4,7667,4695,5015,1970,2147,17.25577149,75.77931394,29.50797141,68.92523364,1323,5810
